class,icd10,disease,Inf_sexual,Inf_resp,Inf_Enteric,Inf_tropical,Inf_other,Maternal,Neonatal,Nutritionaldeficiencies,Neoplasms,cvd,chronic_resp,Dis_Digestive,Dis_Neurological,Dis_Mental,Dis_Substanceuse,Diabetes,Chronickidney,Skin,Senseorgan,Glaucoma,Cataract,Musculoskeletal,Congenitalbirthdefects,Urinary_maleinfertility,Gynecological,Hemoglobinopathies_hemolytic,Endocrinemetabolicimmune,Dis_oral,Inj_Transport,Inj_Unintentional
多关节病(M15),M15.991,多关节病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
多关节病(M15),M15.491,侵蚀性(骨)关节病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
髋关节病(M16),M16.001,双侧原发性髋关节病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
髋关节病(M16),M16.951,髋骨关节病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
髋关节病(M16),M16.701,单侧继发性髋关节病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
髋关节病(M16),M16.101,单侧原发性髋关节病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节病(M17),M17.101,单侧原发性膝关节病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节病(M17),M17.201,双侧创伤后膝关节病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节病(M17),M17.501,单侧继发性膝关节病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节病(M17),M17.001,双侧原发性膝关节病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节病(M17),M17.961,膝骨关节病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节病(M17),M17.962,膝骨关节炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节病(M17),M17.963,膝关节退行性病变,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节病(M19),M19.921,肘骨关节病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节病(M19),M19.941,腕骨关节病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节病(M19),M19.942,指骨关节病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节病(M19),M19.971,踝骨关节病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节病(M19),M19.992,骨性关节炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节病(M19),M19.991,骨关节病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节病(M19),M19.851,髋骨性关节炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节病(M19),M19.993,骨关节退行性病变,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节病(M19),M19.811,肩关节退行性病变,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节病(M19),M19.972,趾骨关节病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
手指和脚趾的后天性变形(M20),M20.001,后天性槌状指,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
手指和脚趾的后天性变形(M20),M20.002,后天性指畸形,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
手指和脚趾的后天性变形(M20),M20.101,(足)拇囊炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
手指和脚趾的后天性变形(M20),M20.102,后天性拇外翻,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
手指和脚趾的后天性变形(M20),M20.601,后天性趾畸形,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
手指和脚趾的后天性变形(M20),M20.301,后天性拇内翻,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
手指和脚趾的后天性变形(M20),M20.401,后天性锤状趾,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
手指和脚趾的后天性变形(M20),M20.501,后天性趾内翻,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
手指和脚趾的后天性变形(M20),M20.201,僵拇,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.061,后天性膝外翻,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.671,足后天畸形,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.151,后天性髋内翻,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.161,后天性膝内翻,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.162,后天性小腿内翻,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.251,髋关节屈曲挛缩,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.261,后天性膝关节屈曲畸形,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.341,后天性腕下垂,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.371,后天性足下垂,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.401,后天性扁平足,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.501,后天性内翻足,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.502,后天性马蹄内翻足,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.503,后天性外翻足,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.504,后天性马蹄外翻足,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.505,后天性高弓足,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.506,足仰趾畸形,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.507,后天性跟骨畸形,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.791,后天性下肢不等长,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.792,后天性四肢不等长,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.811,翼状肩胛骨,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.951,后天性股骨畸形,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.952,后天性髋关节畸形,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.991,后天性下肢畸形,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.982,后天性上肢畸形,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.262,胫骨弯曲畸形,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.021,后天性肘外翻,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.471,扁平足,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
四肢其他后天性变形(M21),M21.121,后天性肘内翻,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
髌骨疾患(M22),M22.001,复发性髌骨脱位,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
髌骨疾患(M22),M22.101,复发性髌骨不全脱位,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
髌骨疾患(M22),M22.461,膑骨软化,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
髌骨疾患(M22),M22.401,髌骨软化,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
髌骨疾患(M22),M22.401,髌骨软骨软化,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
髌骨疾患(M22),M22.202,髌股关节炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节内紊乱(M23),M23.261,陈旧性膝外侧半月板损伤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节内紊乱(M23),M23.231,陈旧性膝内侧半月板损伤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节内紊乱(M23),M23.331,膝关节内侧紊乱,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节内紊乱(M23),M23.332,手术后膝关节功能障碍,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节内紊乱(M23),M23.491,膝关节游离体,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节内紊乱(M23),M23.891,膝关节滑膜皱襞综合征,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节内紊乱(M23),M23.894,膝关节滑膜皱襞增生,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节内紊乱(M23),M23.501,陈旧性膝交叉韧带损伤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节内紊乱(M23),M23.801,陈旧性损伤膝外侧韧带松驰,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节内紊乱(M23),M23.802,陈旧性损伤膝前交叉韧带松驰,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节内紊乱(M23),M23.502,陈旧性膝前交叉韧带断裂,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节内紊乱(M23),M23.503,陈旧性膝内侧副韧带损伤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节内紊乱(M23),M23.301,半月板变性,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节内紊乱(M23),M23.391,半月板钙化,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节内紊乱(M23),M23.061,膝外侧半月板囊肿,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节内紊乱(M23),M23.091,膝半月板囊肿,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节内紊乱(M23),M23.091,囊性半月板,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节内紊乱(M23),M23.191,先天性盘状半月板,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
膝关节内紊乱(M23),M23.291,陈旧性膝半月板损伤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.071,外踝关节游离体,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.681,下颌关节强硬,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.282,项韧带肥厚,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.291,韧带钙化,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.292,黄韧带肥厚,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.341,膝关节病理性脱位,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.351,髋关节病理性脱位,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.391,关节自发性脱位,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.491,关节习惯性脱位,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.492,关节复发性脱位,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.591,关节挛缩,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.621,肘关节强硬,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.651,髋关节强硬,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.661,膝关节强硬,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.671,踝关节强硬,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.691,关节强硬,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.701,髋臼前突,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.851,弹响髋,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.891,关节粘连,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.991,关节紊乱,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.841,陈旧性指关节脱位,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.871,陈旧性趾关节脱位,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.863,膝关节粘连,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.862,陈旧性膝关节脱位,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.431,腕关节复发性脱位,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.842,指关节粘连,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.881,陈旧性环枢关节脱位,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.821,陈旧性肘关节脱位,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.091,关节内游离体,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.551,髋关节屈曲挛缩(后天性),,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.861,陈旧性髌骨脱位,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他特指的关节紊乱(M24),M24.281,脊椎后纵韧带钙化,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.761,髌骨骨赘形成,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.894,陈旧性关节损伤,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.461,膝关节积液,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.893,关节囊肿,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.861,膝关节囊肿,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.151,髋关节瘘,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.091,关节积血,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.191,关节瘘,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.291,连枷状关节,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.491,关节积水,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.511,肩关节痛,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.551,髋关节痛,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.561,膝关节痛,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.591,关节痛,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.661,膝关节僵硬,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.691,关节僵硬,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.692,肢体僵硬,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.791,骨赘,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.811,肩关节钙化,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.821,肘关节囊肿,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.891,关节肿胀,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.892,关节周围骨化,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.991,关节肿物,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他关节疾患，不可归类在他处者(M25),M25.751,股骨骨赘,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
结节性多动脉炎和有关情况(M30),M30.001,全动脉炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
结节性多动脉炎和有关情况(M30),M30.001,结节性多动脉炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
结节性多动脉炎和有关情况(M30),M30.101,变应性肉芽肿性血管炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
结节性多动脉炎和有关情况(M30),M30.101,Churg-Strauss综合征,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
结节性多动脉炎和有关情况(M30),M30.101,丘格-斯特劳斯综合征,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
结节性多动脉炎和有关情况(M30),M30.301,Kawasaki病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
结节性多动脉炎和有关情况(M30),M30.103,肺坏死性肉芽肿病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
结节性多动脉炎和有关情况(M30),M30.201,幼年型多动脉炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
结节性多动脉炎和有关情况(M30),M30.301,川崎病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
结节性多动脉炎和有关情况(M30),M30.301,急性发热性粘膜皮肤淋巴结综合征,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
结节性多动脉炎和有关情况(M30),M30.301,粘膜皮肤淋巴结综合征,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
结节性多动脉炎和有关情况(M30),M30.102,肺淋巴瘤样肉芽肿病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.001,过敏性脉管炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.204,咽部坏疽性肉芽肿,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.002,肺出血肾炎综合征,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.002,Goodpasturenulls综合征,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.003,免疫性血管炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.004,中枢神经系统血管炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.101,系统性血管炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.102,血栓性血小板减少性紫癜,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.103,显微镜下微血管炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.103,显微镜下多血管炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.201,致死性中线肉芽肿,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.201,鼻部坏疽性肉芽肿,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.301,韦格纳肉芽肿病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.401,高安氏病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.401,无脉病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.401,多发性大动脉炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.401,主动脉弓综合征,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.401,Takayasunulls病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.501,巨细胞动脉炎伴风湿性多肌痛,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.601,巨细胞动脉炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.601,颞动脉炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.801,大动脉炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.901,坏死性血管炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.202,致死性中线肉芽肿(鼻坏疽),,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.203,坏疽性肉芽肿,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
其他坏死性血管病(M31),M31.002,古德帕斯丘综合征,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
系统性红斑狼疮(M32),M32.111+,狼疮性桨膜炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
系统性红斑狼疮(M32),M32.112+,狼疮性肾病综合征,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
系统性红斑狼疮(M32),M32.901,系统性红斑狼疮,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
系统性红斑狼疮(M32),M32.901,SLE,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
系统性红斑狼疮(M32),M32.902,隐匿性系统性红斑狼疮,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
系统性红斑狼疮(M32),M32.001,药物性系统性红斑狼疮,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
系统性红斑狼疮(M32),M32.101+,狼疮性肾炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
系统性红斑狼疮(M32),M32.102+,狼疮性脑病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
系统性红斑狼疮(M32),M32.103+,狼疮性肺炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
系统性红斑狼疮(M32),M32.103+,狼疮性肺间质纤维化,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
系统性红斑狼疮(M32),M32.103+,狼疮性肺病变,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
系统性红斑狼疮(M32),M32.104+,狼疮性心肌病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
系统性红斑狼疮(M32),M32.105+,狼疮性心包炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
系统性红斑狼疮(M32),M32.106+,狼疮性周围神经病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
系统性红斑狼疮(M32),M32.107+,狼疮性神经炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
系统性红斑狼疮(M32),M32.108+,狼疮性脊髓病变,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
系统性红斑狼疮(M32),M32.109+,狼疮性肝损害,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
系统性红斑狼疮(M32),M32.110+,利布曼-萨克斯病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
系统性红斑狼疮(M32),M32.110+,非典型疣状心内膜炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
系统性红斑狼疮(M32),M32.110+,Libman-sacks综合征,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
系统性红斑狼疮(M32),M32.110+,红斑狼疮疣状心内膜炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
皮多肌炎(M33),M33.001,幼年型皮肌炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
皮多肌炎(M33),M33.101,皮肌炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
皮多肌炎(M33),M33.102+,皮肌炎性肺间质纤维化,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
皮多肌炎(M33),M33.901,皮多肌炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
皮多肌炎(M33),M33.201,多肌炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
皮多肌炎(M33),M33.202+,多肌炎伴肺间质纤维化,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
皮多肌炎(M33),M33.202+,多肌炎性肺病变,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
皮多肌炎(M33),M33.103+,皮肌炎性周围神经病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
全身性硬皮病(M34),M34.001,进行性全身性硬皮病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
全身性硬皮病(M34),M34.101,CREST综合征,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
全身性硬皮病(M34),M34.101,全身性钙质沉着综合征,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
全身性硬皮病(M34),M34.202,药物和化学物质诱发的全身性硬皮病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
全身性硬皮病(M34),M34.902,硬皮病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
全身性硬皮病(M34),M34.801+,系统性硬皮病性肺病变,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
全身性硬皮病(M34),M34.802,硬肿症,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
全身性硬皮病(M34),M34.901,系统性硬皮病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
全身性硬皮病(M34),M34.801+,硬皮病性肺间质纤维化,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
结缔组织的其他系统性受累(M35),M35.001,干燥综合征,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
结缔组织的其他系统性受累(M35),M35.903+,结缔组织病性神经炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
结缔组织的其他系统性受累(M35),M35.002,继发性干燥综合征,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
结缔组织的其他系统性受累(M35),M35.003+,干燥综合征伴肺间质纤维化,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
结缔组织的其他系统性受累(M35),M35.003+,干燥综合征性肺病变,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
结缔组织的其他系统性受累(M35),M35.004+,干燥综合征性肾病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
结缔组织的其他系统性受累(M35),M35.005+,干燥综合征性肌病,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
结缔组织的其他系统性受累(M35),M35.006+,干燥综合征性肝损害,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
结缔组织的其他系统性受累(M35),M35.007+,干燥性角膜结膜炎,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
